,course_name,course_rating,earn_skills,course_link,institution,metadata
437,Electronic Music Production,4.7,,Electronic Music Production,Berklee,Intermediate Specialization 3 - 6 Months
438,Fundraising and Development,4.7,"Skills you'll gain: Planning, Strategy, Communication, Marketing, Leadership and Management, Organizational Development, Prospecting and Qualification, Strategy and Operations, Decision Making, People Development, Business Development, Taxes",Fundraising and Development,"University of California, Davis",Beginner Specialization 3 - 6 Months
439,AI Applications in Marketing and Finance,4.7,"Skills you'll gain: Business Analysis, Machine Learning, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Statistical Machine Learning, User Experience",AI Applications in Marketing and Finance,University of Pennsylvania,Mixed Course 1 - 4 Weeks
440,Digital Transformation Using AI/ML with Google Cloud,4.7,"Skills you'll gain: Business Transformation, Cloud Computing, Google Cloud Platform, Business Analysis, Data Analysis, Data Management, Machine Learning, Applied Machine Learning, Human Learning, Machine Learning Software, Innovation, Strategy, Strategy and Operations, Machine Learning Algorithms, Algorithms, Business Intelligence, Cloud Infrastructure, Leadership and Management, Organizational Development, Cloud Platforms, Data Architecture, Google App Engine",Digital Transformation Using AI/ML with Google Cloud,Google Cloud,Beginner Specialization 1 - 3 Months
441,Business Value and Project Management,4.7,"Skills you'll gain: Leadership and Management, Strategy and Operations, Account Management, Accounting, Finance, Financial Accounting, Financial Management, General Accounting, Project Management, Accounts Payable and Receivable, Business Process Management, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Management Accounting, Cost Accounting, Decision Making, Entrepreneurship, Organizational Development, Business Design, Change Management, Leadership Development, People Management, Planning, Strategy, Culture, Operations Management, Performance Management, Problem Solving, Systems Design, Business Psychology, Human Resources",Business Value and Project Management,University of Illinois at Urbana-Champaign,Beginner Specialization 3 - 6 Months
442,Harnessing the Power of Data with Power BI,4.7,"Skills you'll gain: Data Analysis, Extract, Transform, Load, Power BI",Harnessing the Power of Data with Power BI,Microsoft,Beginner Course 1 - 4 Weeks
443,"Hotel Management: Distribution, Revenue and Demand Management",4.7,"Skills you'll gain: Business Analysis, Leadership and Management, Strategy and Operations, Market Analysis, Marketing, Strategy, Business Process Management, Forecasting, Media Strategy & Planning, Operations Management, Performance Management","Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,Beginner Specialization 3 - 6 Months
444,Anatomy,4.8,Skills you'll gain: Human Learning,Anatomy,University of Michigan,Beginner Specialization 3 - 6 Months
445,Decentralized Finance (DeFi): The Future of Finance,4.8,"Skills you'll gain: BlockChain, FinTech, Finance, Algorithms, Cryptography, Payments, Banking, Risk Management, Contract Management, Computational Logic, Innovation, Regulations and Compliance, Securities Trading, Data Mining, Strategy and Operations, Cyberattacks, Financial Analysis, Investment Management, Security Engineering",Decentralized Finance (DeFi): The Future of Finance,Duke University,Intermediate Specialization 3 - 6 Months
446,Corporate Strategy,4.8,"Skills you'll gain: Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Finance, Mergers & Acquisitions, Business Development",Corporate Strategy,University of London,Beginner Course 1 - 4 Weeks
447,Social Media Management,4.8,"Skills you'll gain: Brand Management, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Strategy and Operations, Advertising, Communication, Creativity, Leadership and Management, Planning",Social Media Management,Meta,Beginner Course 1 - 4 Weeks
448,Excel/VBA for Creative Problem Solving,4.8,"Skills you'll gain: Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking, Data Analysis Software",Excel/VBA for Creative Problem Solving,University of Colorado Boulder,Beginner Specialization 3 - 6 Months
449,ITIL 4 Exam Preparation,4.8,"Skills you'll gain: Organizational Development, Leadership and Management, Planning",ITIL 4 Exam Preparation,LearnQuest,Mixed Course 1 - 3 Months
450,Programming with JavaScript,4.8,"Skills you'll gain: Javascript, Front-End Web Development, Computer Programming, Web Development Tools",Programming with JavaScript,Meta,Beginner Course 1 - 3 Months
451,Understanding Clinical Research: Behind the Statistics,4.8,"Skills you'll gain: Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Tests, Critical Thinking, Biostatistics, Statistical Visualization",Understanding Clinical Research: Behind the Statistics,University of Cape Town,Beginner Course 1 - 3 Months
452,Creating Business Value with Data and Looker,4.8,"Skills you'll gain: Cloud Computing, Cloud Platforms, Data Analysis, Google Cloud Platform, Looker (Software), Machine Learning",Creating Business Value with Data and Looker,Google Cloud,Intermediate Specialization 3 - 6 Months
453,"Introduction to Web Development with HTML, CSS, JavaScript",4.8,"Skills you'll gain: Web Development, Cloud Applications, Javascript","Introduction to Web Development with HTML, CSS, JavaScript",IBM,Beginner Course 1 - 3 Months
454,Managerial Accounting Fundamentals,4.8,"Skills you'll gain: Accounting, Cost Accounting, Leadership and Management, Management Accounting, Account Management, Financial Accounting, Budget Management, General Accounting, Critical Thinking, Finance",Managerial Accounting Fundamentals,University of Virginia,Beginner Course 1 - 4 Weeks
455,Business Strategies for A Better World,4.8,"Skills you'll gain: Strategy, Critical Thinking, Strategy and Operations, Leadership and Management, Decision Making, Business Analysis, Business Development, Entrepreneurship, People Development, Business Psychology, Business Transformation, Data Analysis, Organizational Development, People Analysis, Problem Solving, Business Process Management, General Statistics, Geostatistics, Planning, Human Learning, Regulations and Compliance, Basic Descriptive Statistics, Finance, Operations Management, Statistical Analysis",Business Strategies for A Better World,University of Pennsylvania,Beginner Specialization 3 - 6 Months
456,Optical Engineering,4.4,"Skills you'll gain: Systems Design, Algorithms",Optical Engineering,University of Colorado Boulder,Advanced Specialization 3 - 6 Months
457,Removing Barriers to Change,4.4,"Skills you'll gain: Business Psychology, Change Management, Leadership and Management, Problem Solving, Strategy, Critical Thinking, Decision Making, Influencing, Marketing, Strategy and Operations",Removing Barriers to Change,University of Pennsylvania,Beginner Course 1 - 4 Weeks
458,Neuroscience and Neuroimaging,4.4,"Skills you'll gain: Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",Neuroscience and Neuroimaging,Johns Hopkins University,Intermediate Specialization 3 - 6 Months
459,Business Analytics,4.4,"Skills you'll gain: Data Analysis, Business Analysis, R Programming, Data Visualization, Exploratory Data Analysis, Data Analysis Software, Machine Learning, Statistical Machine Learning, Data Management, Interactive Data Visualization, Statistical Programming, Algorithms, Data Model, Extract, Transform, Load, Accounting, Communication, Customer Analysis, Data Mining, Data Visualization Software, Machine Learning Algorithms, Plot (Graphics), Probability & Statistics, Statistical Analysis, Audit, Market Research, Marketing, Natural Language Processing, Regression, Visual Design, Visualization (Computer Graphics), Accounting Software, General Statistics, Market Analysis, Storytelling, Computer Programming",Business Analytics,University of Illinois at Urbana-Champaign,Beginner Specialization 3 - 6 Months
460,Managing Cybersecurity,4.4,"Skills you'll gain: Security Engineering, System Security, Risk Management, Computer Security Incident Management, Leadership and Management, Security Strategy, Network Security, Strategy, Cyberattacks, Strategy and Operations, Computer Security Models, Software Security, Security Software, Computer Networking, Planning, Regulations and Compliance, Business Analysis, Network Architecture, Networking Hardware, Operations Management, Cryptography, Network Model, Systems Design",Managing Cybersecurity,University System of Georgia,Beginner Specialization 3 - 6 Months
461,Medical Neuroscience,4.4,Skills you'll gain: Health,Medical Neuroscience,Duke University,Advanced Course 3 - 6 Months
462,Programming with Google Go,4.4,"Skills you'll gain: Computer Programming, Programming Principles, Software Engineering, Theoretical Computer Science, Computational Thinking, Algorithms, Critical Thinking, Data Structures, Problem Solving, Computational Logic, Computer Programming Tools, Operating Systems, Software Architecture, System Software, Application Development, Computer Architecture",Programming with Google Go,"University of California, Irvine",Intermediate Specialization 3 - 6 Months
463,Introduction to Public Relations and the Media,4.4,"Skills you'll gain: Communication, Public Relations, Media Strategy & Planning, Strategy, Brand Management, Leadership and Management, Marketing, Strategy and Operations, Planning, Social Media, Business Communication, Critical Thinking, Journalism, Writing",Introduction to Public Relations and the Media,University of Colorado Boulder,Beginner Specialization 3 - 6 Months
464,Data Visualization with Python,4.4,"Skills you'll gain: Python Programming, Computer Programming, Data Analysis, Data Visualization",Data Visualization with Python,IBM,Intermediate Course 1 - 3 Months
465,Blockchain,4.4,"Skills you'll gain: BlockChain, Cryptography, Finance, Algorithms, Problem Solving, Application Development, Computer Programming, Contract Management, Data Structures, Security Engineering, Critical Thinking, Programming Principles, Payments, Research and Design, Software Engineering Tools, System Security, Theoretical Computer Science, Other Programming Languages, Distributed Computing Architecture",Blockchain,University at Buffalo,Intermediate Specialization 3 - 6 Months
466,Google サイバーセキュリティ,4.4,,Google サイバーセキュリティ,Google,Beginner Professional Certificate 3 - 6 Months
467,Sales Training for High Performing Teams,4.4,"Skills you'll gain: Sales, Strategy, Customer Relationship Management, Marketing, Communication, Leadership and Management, B2B Sales, Inside Sales, Prospecting and Qualification, Sales Systems, People Analysis, Negotiation, Decision Making, Business Process Management",Sales Training for High Performing Teams,HubSpot Academy,Beginner Specialization 1 - 3 Months
468,Renewable Energy,4.8,"Skills you'll gain: Strategy and Operations, Leadership and Management, Planning, Systems Design, Project Management, Operations Management, Critical Thinking, Market Research, Operational Analysis, Strategy, Supply Chain and Logistics, Feature Engineering, General Statistics, Innovation, Operating Systems, Research and Design, Benefits, Change Management, Problem Solving, Product Strategy, Application Development, Finance, Financial Analysis, Organizational Development, Technical Product Management",Renewable Energy,University of Colorado Boulder,Beginner Specialization 3 - 6 Months
469,Building AI Powered Chatbots Without Programming,4.8,"Skills you'll gain: Cloud Computing, Computer Programming, IBM Cloud, Machine Learning",Building AI Powered Chatbots Without Programming,IBM,Beginner Course 1 - 3 Months
470,Google Project Management (PT),4.8,"Skills you'll gain: Project Management, Process Analysis, Collaboration, Organizational Development, Communication, Decision Making, Strategy, Product Management, Business Communication, Adaptability, Agile Software Development, Change Management, Leadership and Management, People Analysis, Scrum (Software Development), Strategy and Operations, Continuous Integration, Risk Management, Spreadsheet Software, Professional Development, Programming Principles, Application Development",Google Project Management (PT),Google,Beginner Professional Certificate 3 - 6 Months
471,Introduction to Finance: The Basics,4.8,"Skills you'll gain: Accounting, Finance, Financial Analysis, Financial Management, Cash Management, Financial Accounting, Leadership and Management, Accounts Payable and Receivable, Investment Management, Management Accounting",Introduction to Finance: The Basics,University of Illinois at Urbana-Champaign,Beginner Course 1 - 3 Months
472,Biostatistics in Public Health,4.8,"Skills you'll gain: Biostatistics, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, Data Analysis, Regression, Basic Descriptive Statistics, Critical Thinking, Estimation, Epidemiology, Probability Distribution, Problem Solving",Biostatistics in Public Health,Johns Hopkins University,Beginner Specialization 3 - 6 Months
473,"Make the Sale: Build, Launch, and Manage E-commerce Stores",4.8,"Skills you'll gain: E-Commerce, Sales, Advertising, Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Strategy","Make the Sale: Build, Launch, and Manage E-commerce Stores",Google,Beginner Course 1 - 4 Weeks
474,Construction Project Management,4.8,"Skills you'll gain: Project Management, Strategy and Operations, Leadership and Management, Operations Management, Change Management, Entrepreneurship, Planning, Supply Chain and Logistics",Construction Project Management,Columbia University,Beginner Course 1 - 3 Months
475,Rust Programming,4.8,"Skills you'll gain: Computer Programming, DevOps, Machine Learning, Python Programming, Software Testing, System Programming",Rust Programming,Duke University,Beginner Specialization 3 - 6 Months
476,Object Oriented Programming,4.8,Skills you'll gain: Computer Programming,Object Oriented Programming,University of London,Intermediate Specialization 1 - 3 Months
477,Design a User Experience for Social Good & Prepare for Jobs,4.8,"Skills you'll gain: User Experience, Social Media, User Research, Web Design",Design a User Experience for Social Good & Prepare for Jobs,Google,Beginner Course 1 - 3 Months
478,Introductory C Programming,4.8,"Skills you'll gain: Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",Introductory C Programming,Duke University,Beginner Specialization 3 - 6 Months
479,Digital Product Management: Modern Fundamentals,4.8,"Skills you'll gain: Product Management, Leadership and Management, Planning, Product Strategy, Strategy",Digital Product Management: Modern Fundamentals,University of Virginia,Beginner Course 1 - 4 Weeks
480,Introduction to Software Engineering,4.7,"Skills you'll gain: Software Engineering, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Agile Software Development, Communication, Product Management, User Experience Design, Python Programming",Introduction to Software Engineering,IBM,Beginner Course 1 - 3 Months
481,Electric Industry Operations and Markets,4.7,"Skills you'll gain: Operations Management, Strategy and Operations, Operational Analysis, Market Analysis, Supply Chain Systems, Operating Systems, Planning, Regulations and Compliance, Systems Design, Transportation Operations Management",Electric Industry Operations and Markets,Duke University,Beginner Course 1 - 4 Weeks
482,Investment Management with Python and Machine Learning,4.7,"Skills you'll gain: Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Algorithms, Human Learning, Big Data, Computer Science",Investment Management with Python and Machine Learning,EDHEC Business School,Beginner Specialization 3 - 6 Months
483,Customer Analytics,4.7,"Skills you'll gain: Basic Descriptive Statistics, Business Analysis, Customer Analysis, Data Analysis, Data Model, Exploratory Data Analysis, Market Analysis, Market Research, Marketing, Strategy",Customer Analytics,University of Pennsylvania,Mixed Course 1 - 3 Months
484,Bioinformatics,4.7,"Skills you'll gain: Bioinformatics, Algorithms, Computer Programming, Probability & Statistics, Computational Thinking, Computational Logic, Python Programming, Theoretical Computer Science, Critical Thinking, Graph Theory, Problem Solving, General Statistics",Bioinformatics,University of California San Diego,Beginner Specialization 3 - 6 Months
485,Power Electronics,4.7,,Power Electronics,University of Colorado Boulder,Intermediate Specialization 3 - 6 Months
486,An Introduction to Programming the Internet of Things (IOT),4.7,"Skills you'll gain: Internet Of Things, Computer Programming, Computer Programming Tools, Hardware Design, Computer Networking, Programming Principles, Networking Hardware, Python Programming, System Programming, Communication, Computational Thinking, Computer Architecture, Operating Systems, Microarchitecture, Systems Design, C Programming Language Family, Human Computer Interaction, Network Architecture, Problem Solving, C++ Programming, Application Development, Graphics Software, Network Model, Software-Defined Networking, Linux",An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",Beginner Specialization 3 - 6 Months
487,Impact Measurement & Management for the SDGs,4.7,"Skills you'll gain: Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Business Psychology, Organizational Development, Business Process Management, Finance",Impact Measurement & Management for the SDGs,Duke University,Mixed Course 1 - 3 Months
488,Go Beyond the Numbers: Translate Data into Insights,4.7,"Skills you'll gain: Data Analysis, Data Visualization, Exploratory Data Analysis, Python Programming, Tableau Software",Go Beyond the Numbers: Translate Data into Insights,Google,Advanced Course 1 - 3 Months
489,"Food Sustainability, Mindful Eating, and Healthy Cooking",4.7,Skills you'll gain: Leadership and Management,"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,Beginner Specialization 1 - 3 Months
490,Dynamic Public Speaking,4.7,"Skills you'll gain: Communication, Critical Thinking, Public Relations, Strategy, Decision Making, Human Learning, Leadership and Management, People Analysis, People Development, Planning, Problem Solving, Professional Development, Process Analysis, Storytelling, Emotional Intelligence, Writing, Influencing, Organizational Development, Creativity, Leadership Development, Continuous Delivery, Performance Management, Adaptability",Dynamic Public Speaking,University of Washington,Beginner Specialization 3 - 6 Months
491,Learning How to Learn: Powerful mental tools to help you master tough subjects,4.7,"Skills you'll gain: Business Psychology, Entrepreneurship, Human Learning, Leadership and Management",Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,Beginner Course 1 - 4 Weeks
492,Introduction to DevOps,4.8,"Skills you'll gain: DevOps, Continuous Delivery, Continuous Integration, Software Engineering",Introduction to DevOps,IBM,Beginner Course 1 - 3 Months
493,SAP Professional Fundamentals,4.8,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Analysis, Business Transformation, Cloud-Based Integration, Supply Chain and Logistics",SAP Professional Fundamentals,SAP,Beginner Course 1 - 3 Months
494,Blockchain Revolution,4.8,"Skills you'll gain: BlockChain, Finance, FinTech, Innovation, Cryptography, Strategy and Operations, System Security, Distributed Computing Architecture, Leadership and Management, Contract Management, Entrepreneurship, Network Model, Network Security, Regulations and Compliance, Research and Design, Strategy, Human Resources, Risk Management, Recruitment",Blockchain Revolution,INSEAD,Beginner Specialization 3 - 6 Months
495,إدارة المشروعات من Google,4.8,"Skills you'll gain: Leadership and Management, Project Management, Programming Principles, Planning, Computer Programming, Product Management, Strategy and Operations, Business Process Management, Python Programming, Scrum (Software Development), Change Management, Deep Learning, Exploratory Data Analysis, Probability Distribution, Vendor Management, Algebra, Basic Descriptive Statistics, Business Analysis, Calculus, Mathematics, People Analysis, Problem Solving, Spreadsheet Software",إدارة المشروعات من Google,Google,Beginner Professional Certificate 3 - 6 Months
496,Introduction to Spreadsheets and Models,4.8,"Skills you'll gain: Data Analysis, Forecasting, General Statistics, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Basic Descriptive Statistics, Business Analysis, Statistical Tests, Data Analysis Software, Computer Programming",Introduction to Spreadsheets and Models,University of Pennsylvania,Mixed Course 1 - 4 Weeks
497,Goodwill® Career Coach and Navigator,4.8,"Skills you'll gain: Leadership and Management, Critical Thinking, Customer Relationship Management, Customer Success, Human Learning, People Management, Problem Solving, Professional Development, Recruitment",Goodwill® Career Coach and Navigator,Goodwill Industries International,Beginner Professional Certificate 3 - 6 Months
498,Professionalism in Allied Health,4.8,"Skills you'll gain: Communication, Leadership and Management",Professionalism in Allied Health,MedCerts,Beginner Course 1 - 3 Months
499,Introduction to Philosophy,4.8,,Introduction to Philosophy,The University of Edinburgh,Mixed Course 3 - 6 Months
500,Strategic Management and Innovation,4.8,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Business Development, Organizational Development, Decision Making, Marketing, Planning, Critical Thinking, Entrepreneurship, Sales, Business Transformation, Communication, Product Strategy, Business Analysis, People Management, Collaboration",Strategic Management and Innovation,Copenhagen Business School,Beginner Specialization 3 - 6 Months
501,Learn English: Intermediate Grammar,4.8,"Skills you'll gain: Writing, Communication",Learn English: Intermediate Grammar,"University of California, Irvine",Intermediate Specialization 3 - 6 Months
502,Fundamentos de la gestión de proyectos,4.8,"Skills you'll gain: Leadership and Management, Organizational Development, Planning, Project Management, Strategy, Strategy and Operations, Change Management, Communication, Adaptability, Business Communication",Fundamentos de la gestión de proyectos,Google,Beginner Course 1 - 4 Weeks
503,Cryptography I,4.8,"Skills you'll gain: Algorithms, Cryptography, Mathematics, Security Engineering, Theoretical Computer Science, Probability & Statistics, Critical Thinking, Mathematical Theory & Analysis, Computer Security Models, Probability Distribution",Cryptography I,Stanford University,Mixed Course 1 - 3 Months
504,IELTS Preparation,4.6,"Skills you'll gain: Strategy, Writing",IELTS Preparation,"University of California, Irvine",Beginner Specialization 1 - 3 Months
505,The Path to Insights: Data Models and Pipelines,4.6,"Skills you'll gain: Data Management, Data Model, Extract, Transform, Load",The Path to Insights: Data Models and Pipelines,Google,Advanced Course 1 - 4 Weeks
506,Microsoft Azure AI Fundamentals AI-900 Exam Prep,4.6,"Skills you'll gain: Machine Learning, Microsoft Azure, Machine Learning Software, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Computer Vision, Algorithms, Training, Cloud Computing, Human Computer Interaction, Regression",Microsoft Azure AI Fundamentals AI-900 Exam Prep,Microsoft,Beginner Specialization 3 - 6 Months
507,Machine Learning Foundations for Product Managers,4.6,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression, Applied Machine Learning, Data Analysis, Data Mining, Deep Learning, Algorithms, Data Science",Machine Learning Foundations for Product Managers,Duke University,Beginner Course 1 - 3 Months
508,Introduction to Clinical Data,4.6,"Skills you'll gain: Data Analysis, Data Mining",Introduction to Clinical Data,Stanford University,Beginner Course 1 - 3 Months
509,Sports Performance Analytics,4.6,"Skills you'll gain: Data Analysis, Python Programming, Statistical Analysis, General Statistics, Probability & Statistics, Statistical Programming, Regression, Exploratory Data Analysis, Statistical Tests, Basic Descriptive Statistics, Correlation And Dependence, Machine Learning Algorithms",Sports Performance Analytics,University of Michigan,Intermediate Specialization 3 - 6 Months
510,Excel to MySQL: Analytic Techniques for Business,4.6,"Skills you'll gain: Business Analysis, Data Analysis, Data Model, Spreadsheet Software, Statistical Analysis, Exploratory Data Analysis, Probability & Statistics, Data Analysis Software, Financial Analysis, General Statistics, Mathematics, Data Management, Mathematical Theory & Analysis, Regression, Databases, Statistical Tests, Big Data, Data Structures, SQL, Microsoft Excel, Data Visualization Software, Database Theory, Extract, Transform, Load, Linear Algebra, Cost Accounting, Tableau Software, Data Visualization",Excel to MySQL: Analytic Techniques for Business,Duke University,Beginner Specialization 3 - 6 Months
511,Cybersecurity Attack and Defense Fundamentals,4.6,"Skills you'll gain: Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",Cybersecurity Attack and Defense Fundamentals,EC-Council,Beginner Specialization 3 - 6 Months
512,Google IT Support,4.6,"Skills you'll gain: Leadership and Management, Business Analysis, Design and Product, Strategy, Strategy and Operations, Data Analysis, Decision Making, Cloud Computing, Databases, Network Security, Data Management, Security Software, Communication, Computer Networking, Business Development, Planning, Operating Systems, Linux, Problem Solving, System Software",Google IT Support,Google,Beginner Professional Certificate 3 - 6 Months
513,"AI, Business & the Future of Work",4.6,"Skills you'll gain: Leadership and Management, Strategy, Algorithms, Human Computer Interaction, Human Resources, Machine Learning, Machine Learning Algorithms, Human Learning, Machine Learning Software, Organizational Development","AI, Business & the Future of Work",Lund University,Beginner Course 1 - 4 Weeks
514,Fundamentals of GIS,4.6,"Skills you'll gain: ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization",Fundamentals of GIS,"University of California, Davis",Beginner Course 1 - 4 Weeks
515,Google IT Support (Deutsch),4.6,"Skills you'll gain: Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Security, Operating Systems, System Security, Security Engineering, Theoretical Computer Science, Software Security, Communication, Computer Architecture, Strategy and Operations, Cloud Computing, Linux",Google IT Support (Deutsch),Google,Beginner Professional Certificate 3 - 6 Months
516,Design Thinking,4.6,"Skills you'll gain: Leadership and Management, Innovation, Problem Solving, Strategy, Strategy and Operations, Research and Design, Communication, User Experience, Critical Thinking, Human Learning",Design Thinking,University of Virginia,Beginner Specialization 3 - 6 Months
517,Finding Your Professional Voice: Confidence & Impact,4.6,Skills you'll gain: Communication,Finding Your Professional Voice: Confidence & Impact,University of London,Beginner Course 1 - 4 Weeks
518,Mathematics for Engineers,4.6,"Skills you'll gain: Mathematics, Calculus, Linear Algebra, Mathematical Theory & Analysis, Algebra, Differential Equations, Critical Thinking, Problem Solving, Computer Programming, Applied Mathematics, Computational Thinking, Matlab, Data Analysis, Continuous Integration, Geometry, Machine Learning Software, Process Analysis, Data Science",Mathematics for Engineers,The Hong Kong University of Science and Technology,Beginner Specialization 3 - 6 Months
519,Google Cloud Fundamentals: Core Infrastructure,4.6,"Skills you'll gain: Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes",Google Cloud Fundamentals: Core Infrastructure,Google Cloud,Beginner Course 1 - 3 Months
520,Customer Service Fundamentals,4.6,"Skills you'll gain: Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, People Analysis",Customer Service Fundamentals,Knowledge Accelerators,Beginner Course 1 - 4 Weeks
521,Introduction to Corporate Finance,4.6,"Skills you'll gain: Accounting, Budget Management, Finance, General Accounting, Business Analysis, Cost Accounting, Data Analysis, Estimation, Mathematical Theory & Analysis, Strategy and Operations",Introduction to Corporate Finance,University of Pennsylvania,Mixed Course 1 - 4 Weeks
522,Music Business,4.6,"Skills you'll gain: Critical Thinking, Creativity, Regulations and Compliance, Strategy, Decision Making, Problem Solving, Process Analysis, Communication, Leadership and Management, Brand Management, Collaboration, Entrepreneurship, Planning, Writing, Business Analysis, Deep Learning, Marketing, Innovation",Music Business,Berklee,Beginner Specialization 3 - 6 Months
523,Design and Interpretation of Clinical Trials,4.6,,Design and Interpretation of Clinical Trials,Johns Hopkins University,Mixed Course 1 - 3 Months
524,Java FullStack Developer,4.6,"Skills you'll gain: Algorithms, Computer Programming, Java Programming, Javascript, Web Development",Java FullStack Developer,Board Infinity,Intermediate Specialization 1 - 3 Months
525,Real-World Product Management,4.6,"Skills you'll gain: Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Design and Product, Product Marketing, Business Process Management, Market Analysis",Real-World Product Management,Advancing Women in Tech,Beginner Specialization 3 - 6 Months
526,Integrative Health and Medicine,4.6,Skills you'll gain: Leadership and Management,Integrative Health and Medicine,University of Minnesota,Beginner Specialization 3 - 6 Months
527,Interaction Design,4.6,"Skills you'll gain: Probability & Statistics, Experiment, Statistical Tests, Human Computer Interaction, User Experience, R Programming, Statistical Programming, User Experience Design, Data Analysis, General Statistics, Statistical Analysis, User Research, Visual Design, Probability Distribution, Regression, Collaboration",Interaction Design,University of California San Diego,Intermediate Specialization 3 - 6 Months
528,Introduction to Electronics,4.7,Skills you'll gain: Problem Solving,Introduction to Electronics,Georgia Institute of Technology,Mixed Course 1 - 3 Months
529,Engineering Project Management,4.7,"Skills you'll gain: Leadership and Management, Project Management, Strategy and Operations, Planning, Operations Management, Strategy, Critical Thinking, Decision Making, Performance Management, Risk Management, Organizational Development, Leadership Development, People Management, Change Management, Estimation",Engineering Project Management,Rice University,Beginner Specialization 3 - 6 Months
530,Global Diplomacy – Diplomacy in the Modern World,4.7,"Skills you'll gain: Critical Thinking, Negotiation",Global Diplomacy – Diplomacy in the Modern World,University of London,Mixed Course 1 - 3 Months
531,Equine Welfare and Management,4.7,,Equine Welfare and Management,"University of California, Davis",Beginner Course 1 - 3 Months
532,Cancer Biology,4.7,,Cancer Biology,Johns Hopkins University,Beginner Specialization 3 - 6 Months
533,Microeconomics Principles,4.7,"Skills you'll gain: Behavioral Economics, Decision Making, Market Research, Market Analysis, Strategy, Problem Solving, Business Analysis, Cost Accounting, Data Analysis",Microeconomics Principles,University of Illinois at Urbana-Champaign,Beginner Course 1 - 3 Months
534,CompTIA a+ Network,4.7,Skills you'll gain: Data Management,CompTIA a+ Network,CompTIA,Beginner Course 1 - 3 Months
535,An Introduction to Consumer Neuroscience & Neuromarketing,4.7,"Skills you'll gain: Business Psychology, Market Research, Marketing, Behavioral Economics, Customer Analysis, Decision Making, People Analysis, Emotional Intelligence, Experiment, Marketing Psychology",An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,Beginner Course 1 - 3 Months
536,Fundamentals of Engineering Exam Review,4.7,,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,Mixed Course 1 - 3 Months
537,Industrial Biotechnology,4.7,,Industrial Biotechnology,University of Manchester,Beginner Course 1 - 3 Months
